Unnamed: 0,Yorumlar,Duygular
964,"['@', 'turkcell', 'hattimi', 'turkcell', 'e', 'tasidim', 'gelen', 'mesaj', 'da', 'verilen', 'tarih', 'doldu', '.', 'turkcell', 'hattim', 'ağda', 'kayıtlı', 'değil', 'diyor', '.', 'arayanlar', 'ulaşamıyor', 'bana']",['olumsuz']
965,"['@', 'emrebesee', 'lan', 'turkcell', 'in', 'istanbul', 'da', 'çekmediği', 'tek', 'yerde', 'yaşıyoruz', 'görmeyeli', 'hattınımı', 'taşıdın', 'sen', '..']",['olumsuz']
966,"['100', 'kontör', 'vardı', '20', 'liraydı', '...', '50', 'mesaj', 'atıyodun', '100', 'kontöre', '..', 'heyy', 'gidi', 'turkcell', 'anasını', 'siktin', 'milletin', 'orospunun', 'çocuğu']",['olumsuz']
967,"['ulan', 'bizim', 'ilişkimize', 'turkcell', 'sponsor', 'olsa', 'o', 'bile', 'günlük', 'konuşma', 'dakikalarımızı', 'karşılayamaz', ',', 'öyle', 'bir', 'konuşma', 'sürekliliğimiz', 'var']",['olumsuz']
968,"['turkcell', 'eskiden', 'sadece', 'mesaj', 'atardı', '.', 'şimdi', 'aramaya', 'başladı', '.', 'yakında', 'içip', 'içip', 'kapıya', 'da', 'dayanır', '...']",['olumsuz']
969,"['turkcell', 'müşteri', 'hizmetlerinden', ':', ""''"", 'siz', '1000', 'dk', 'kullanmıyorsunuz', '500', ""dk'ya"", 'düşürelim', ',', 'az', 'ödeyin', ""''"", 'diye', 'aranınca', 'anladım', 'ki', 'çok', 'yalnızım', 'ya', 'la', '...']",['olumsuz']
970,"['@', 'birbenadam', 'onlara', 'wodofone', 've', 'turkcell', 'liler', 'yardım', 'etti', 'avealı', 'olup', 'sözde', 'int', 'hakkım', 'olan', 'bense', 'ısrarla', 'girmeye', 'çalışıyordum', '..']",['olumsuz']
971,"['bu', 'ne', 'şimdi', 'turkcell', 'bey', 'bu', 'durumu', 'açiklicaksin', 'bana']",['olumsuz']
972,"['@', 'turkcellhizmet', 'turkcell', 'müşteri', 'hizmetlerini', 'aradım', ',', 'saçma', 'sapan', 'güvenlik', 'sorular', 'soruyor', ',', 'zorla', 'mı', 'taşıttırıyoraunuz', 'müşterileri', '?']",['olumsuz']
973,"['eskiden', '1', 'reklam', 'slogani', 'vardi.turkcell', 'super', 'lig', 'hic', 'bitmesin', 'diye.simdi', ""gs'lılar"", 'olarak', 'bitsin', 'diyoruz', 'bitsin', 'amk', 'bu', 'iskence', 'bitsin', 'yeter']",['olumsuz']
974,"['turkcell', 'olup', 'telefonu', 'çekmeyen', 'tek', 'ben', 'miyim', '?', '?', '?', '?', '?']",['olumsuz']
975,"['@', 'turkcell', 'kep', 'adresi', 'diye', 'bir', 'şey', 'var', 'eyy', 'turkcell']",['olumsuz']
976,"['sn', 'turkcell', 'ben', 'kaçmaz', 'ikili', 'paket', 'kullanıyorum', 'fatura', 'aylık', '36', '37', 'geliyor', 'böyle', 'bütçeye', 'uygun', 'yeni', 'tarifeleriniz', 'varmı']",['olumsuz']
977,"['tweetle', 'ri', 'alıyorum', 'ama', 'acamiyorumhem', 'ttnet', 'hem', 'turkcell', 'yavaşladı', 'açmmiyor']",['olumsuz']
978,"['fatura', 'danışmanımla', 'flörtleşerek', 'beleş', '3', 'gb', 'internet', 'paketi', 'kazandım', 'seni', 'seviyorum', 'turkcell', 've', 'esra', 'hanim']",['olumsuz']
979,"['@', 'sikayetvarcom', 'tüketiciyi', 'aptal', 'yerine', 'koymak', 'denir', 'buna', 'turkcell', 'yoldan', 'çıkmış', 'eskiden', 'hizmet', 'daha', 'iyi', 'di', '@', 'turkcell', '@', 'turkcellhizmet']",['olumsuz']
980,"['şu', 'numara', 'dan', 'da', 'turkcell', 'den', 'de', 'kurtulacam', 'artık', 'yeter', 'lan', '!']",['olumsuz']
981,"['turkcell', '4,5', ""g'ye"", 'geçmeye', 'ramak', 'kala', ""3g'yi"", 'neredeyse', 'edge', 'hızına', 'düşürdü', '.', 'haftalardır', 'resmen', 'kağnı', 'gibi', '.']",['olumsuz']
982,"['@', 'turkcellhizmet', 'call', 'center', 'hizmetiniz', 'tamamen', 'çökmüş', 'durumda', '.', 'cevap', 'dahi', 'vermiyor', 'sistem', '.', 'turkcell', 'le', 'daha', 'iyiye', '.', 'nereye', 'iyiye', 'acaba', '?']",['olumsuz']
983,"[""turkcell'den"", 'yediği', 'kazıklar', 'boy', 'boy', 'olup', 'hâlâ', ""turkcell'li"", 'olan', 'bir', 'kitle', 'var.ben', 'de', 'onlardanım', 've', 'bunun', 'sebebini', 'bilmiyorum']",['olumsuz']
984,"['turkcell', 'yeni', 'fax', 'konulu', 'reklamıyla', 'müşteriyle', 'dalga', 'mı', 'geçiyor', '?', 'fax', 'mı', 'kaldı', 'yahu', '?', '@', 'turkcell']",['olumsuz']
985,"['bu', 'arada', ""vodafone'un"", 'yurtdışı', 'tarifesi', 'berbat', 'ya', 'günlük', '10', 'lira', '30', 'dk', 'konuşma', '100', 'mb', 'internet', 'nedirr', ""turkcell'inki"", 'nasıl', 'bilgilendirin', 'yia']",['olumsuz']
986,"['bizim', 'selocan', ""ugurcan'in"", 'turkcell', 'reklami', 'yayinlanmis', 'hadi', 'hayirlisi', ':', 'dd', 'bide', 'telif', 'koymus', 'allahim', 'ya', 'asdfghjkl', '?', '?', '?', '?']",['olumsuz']
987,"['sanırım', 'bunu', 'yeneyim', 'diye', 'turkcell', 'bi', 'ara', 'sürekli', 'hediye', 'dakika', 'yolluyodu', 'bana', 'hahah', 'şimdi', 'de', 'sürekli', 'bi', 'şeylere', 'para', 'kesiyo', 'serefsiz', ':', '@', '@', '@', '@']",['olumsuz']
988,"['1', 'gb', 'yaptım', 'gün', 'dayanmadı', '6', 'gb', 'yaptım', 'amk', 'sanki', 'turkcell', 'e', 'çalışıyoruz']",['olumsuz']
989,"['turkcell', 'joins', 'o2', 'in', 'headlining', 'european', 'communications', 'customer', 'experience', 'seminar', ':', 'https', ':', '//t.co/1tphixszxu']",['olumsuz']
990,"['bu', 'da', 'yeni', 'şikayet', 'no', '#', '39420230', 'dursun', 'kenarda', '@', 'superyardim', 'turkcell', '@', 'superonlinetr', 'kullanacaklar', 'bir', 'daha', 'düşünsün', '!', 'https', ':', '//t.co/xd7wuvzivr']",['olumsuz']
991,"['@', 'fbsizidinliyor', 'turkcell', 'faturasi', 'icin', 'odeme', 'talimatim', 'olmadigi', 'halde', 'hesap', 'ucret', 'tahsil', 'ediliyor', 'acil', 'bilgi', 'bekliyom']",['olumsuz']
992,"['spiker', 'maç', 'anlatırken', 'bursa', 'büyükşehir', 'belediyesi', 'turkcell', 'timsah', 'arenadan', 'herkese', 'mutlu', 'akşamlar', 'diliyorum', 'mu', 'diyecek', '.', 'güldürmeyin', 'ya', '.']",['olumsuz']
993,"['bugüne', 'kadar', 'hizmet', 'aldığım', 'kurumların', 'içinde', 'turkcell', ',', 'o', 'kadar', 'büyük', 'bir', 'farkla', 'orospu', 'çocuğu', 'ki', ',', 'cümle', 'içindeki', 'orospu', 'ma…']",['olumsuz']
994,"['turkcell', '4', 'çekermiş', 'biz', 'yıllardır', '31', 'çekiyoruz', 'reklam', 'ettik', 'mi', 'kendimizi', '..']",['olumsuz']
995,"['@', 'didem_soydan', 'turkcell', 'de', 'aynı', 'b×kun', 'laciverti']",['olumsuz']
996,"['sabi', 'eski', 'telefonlar', 'ayfon', 'oluyomuş', 'turkcell', 'de', '?', '?', '?', '?']",['olumsuz']
997,"['@', 'turkcell', 'burdaki', 'olumsuz', 'yazıları', 'görünce', 'turkcelle', 'gelmekten', 'vazgeçtim', ',', 'aveada', 'kalayım', 'ben', 'en', 'iyisi', '...']",['olumsuz']
998,"['vazgeç', 'diyorum', 'yok', ',', 'geri', 'git', 'diyorum', 'yok', ',', 'mal', 'gibi', 'duruyor', '.', 'sülük', 'gibi', 'yapıştın', '@', 'turkcell', 'ömrümü', 'yedin', 'turkcell', 'https', ':', '//t.co/8cgbh5dxz1']",['olumsuz']
999,"['burjuva', 'hattı', ""turkcell'den"", 'fakir', 'hattı', 'türk', 'telekoma', 'geçtim']",['olumsuz']
1000,"['turkcell', ""'"", 'e', 'veda', '?', '?', '?', '?']",['olumsuz']
1001,"['ayy', 'hepinizden', 'sıkıldım', 'tüm', 'sosyal', 'medya', 'hesaplarımı', 'kapatıyorum', 'ulaşmak', 'isteyen', 'turkcell', 'görünümlü', 'avea', 'hattımdan', 'ulaşır', 'fuck', 'you', 'bb']",['olumsuz']
1002,"['vodafona', 'geçtim', 'mutluyum', 'amk', 'turkcell']",['olumsuz']
1003,"['peki', 'neden', 'sınırsız', 'internet', 'paketini', 'kaldırıyosun', 'turkcell', '?', '?', '?', '?']",['olumsuz']
1004,"['ben', 'neden', 'turkcell', 'musteri', 'hizmetlerine', 'baglanamiorum', '#', 'turkcell', '?', '?', '?', '?']",['olumsuz']
1005,"['@', 'vodafonedestek', 'inceledim', 'inceleyeceğim', 'kadar', 'inceledim', 'kardeşim', 'kazıkçısınız', 'turkcell', 'gibi', 'ne', 'diyim', '?']",['olumsuz']
1006,"['baybay', 'turkcell', '!', '!', '!', '!']",['olumsuz']
1007,"['turkcell', ',', 'avea', 've', 'wodafon', 'dışında', 'bir', 'hat', 'arıyorum', '.']",['olumsuz']
1008,"['hayat', 'annemin', 'babamin', 'ablamın', 'iphone', 'kullanirken', 'benim', 'telefonum', 'turkcell', 't50', 've', 'faturaminda', '4', 'aydir', 'kesik', 'olmasi', 'kadar', 'acimasiz', 've', 'adaletsz']",['olumsuz']
1009,"['turkcell', 'için', 'çalışıyorum', 'resmen', 'maaşımı', 'size', 'yatırsınlar', '?', '?', '?', '?', '?', '?', '?', '?']",['olumsuz']
1010,"['dolandırıcı', 'turkcell', '...']",['olumsuz']
1011,"['Turkcell', '3G', 'internet', 'hizmetiniz', 'çok', 'kötü']",['olumsuz']
1012,"['Ne', 'demek', 'sömestrda', '4buçuk', 'gye', 'geçene', '4', 'gb', 'hediye', '!', '!', '?', 'ONU', 'EN', 'BAŞTAN', 'YAPCAKTIN', 'TURKCELL', '!', '!', '!']",['olumsuz']
1013,"['sevgili', 'turkcell', 'Maçka', 'valideçeşme', 'de', 'bildiğin', '1', '.', 'Kat', 'bir', 'dairede', 'şebeke', 'çekmiyor', '!', '!', '!', 'Hergün', 'isyan', 'ediyoruz', 'ailece', 'bilginize']",['olumsuz']
1014,"[""İstanbul'un"", 'göbeğinde', 'Turkcell', 'internet', 'yok', ',', 'halbuki', 'telefon', 'çekiyor']",['olumsuz']
1015,"['Okulda', 'cekmeyen', 'turkcell', '!', 'Peki', 'ya', 'sinirlenmem', 'gereken', 'okulun', 'konumu', 'mu', 'yoksa', 'turkcell', 'mi']",['olumsuz']
1016,"['Turkcell', 'şebeke', 'mi', 'yoğun', 'anlamadm', 'ama', 'çekmiyor', 'ya']",['olumsuz']
1017,"['Rize', 'Merkezde', 'Evin', 'içinde', 'telefon', 'çekmiyor', 'yaziklar', 'olsun', 'Turkcell']",['olumsuz']
1018,"['3', 'kat', 'daha', 'hızlı', 'internet', 'mi', '?', 'turkcell', 'mi', 'haha', 'güleyim', 'bari', '...', 'YouTube', 'da', 'bi', 'video', 'açılırken', 'bile', 'dakikalar', 'geçiyor', '.']",['olumsuz']
1019,"['Turkcell', 'benim', 'için', 'bitmistir', 'artik']",['olumsuz']
1020,"['Turkcell', 'tv', 'plus', 'almayın', 've', 'aldırmayın', '..', 'zira', 'müşteri', 'hizmetleri', 'koca', 'bir', 'yalan', '...', 'sadece', 'arayıp', 'sorun', 'bildiriyorsunuz', 'sorun', 'çözen', 'arayan', 'yok', '!']",['olumsuz']
1021,"['Turkcell', 'yetkilisi', 'BAZ', 'İSTASYONU', 'YALAN', 'SÖYLEMEZ', 'diyor', '.', 'Cebin', 'interneti', 'kapalı', 'deyince', 'de', 'KENDİ', 'KENDİNE', 'AÇILMIŞTIR', 'demekte', '.', 'İLLE', 'SOYGUN', 'YANİ']",['olumsuz']
1022,"['Turkcell', 'teknik', 'destek', 'ekibinin', 'kendi', 'interneti', 'yok', 'bundan', 'dolayi', 'bize', 'yardimci', 'olamiyor']",['olumsuz']
1023,"['insanlara', 'ulasamamaktan', ',', 'ulasilamamaktan', 've', 'cekmeyen', 'internetinden', 'biktim', '.', 'tam', 'olarak', 'ne', 'ise', 'yariyorsun', 'Turkcell', 'anlatsana', 'biraz', '?']",['olumsuz']
1024,"['Hıcbir', 'sorunaçözum', 'bulmayınturkcell', 'çekim', 'problemi', 'yasayıp', '1', 'yıl', 'boyunca', 'fatura', 'ödeyelim', 'sonra', 'ayrılmaya', 'gelince', 'yok', 'taahhüt', 'yok', 'bilmem', 'ne']",['olumsuz']
1025,"['Dolandırılmak', 'istemiyorsanız', 'Ataşehir', 'Turkcell', 'Brandium', 'işlem', 'yaptırmazsınız', '.', 'Bir', 'gün', 'kapıya', 'icra', 'memurları', 'gelirse', 'şaşırmayın', '.']",['olumsuz']
1026,"['Turkcelle', 'sakin', 'inanmayin', '2', 'dakika', 'konusma', 'icin', '41lira', 'aldilar', 'bir', 'dahami', 'turkcell', 'tovbeler', 'tovbesi']",['olumsuz']
1027,"['Ulan', 'Turkcell', 'mobil', 'internet', 'hızın', 'kadar', 'kafana', 'taş', 'düşsün', ',', 'ama', 'beş-altı', 'tane', 'düşsün', ',', 'anca', '..']",['olumsuz']
1028,"['Turkcell', 'izmir', 'Göztepe', 'Hatay', 'mevkiinde', 'ikamet', 'ediyorum', '.', '2', 'gündür', 'internet', 'hızı', 'berbat', '.', 'İnanılmaz', 'yavaş', '.']",['olumsuz']
1029,"['evin', 'içinde', 'telefon', 'ile', 'konuşamıyoruz', 'rezilsin', 'turkcell']",['olumsuz']
1030,"['Herhalde', 'bu', 'ülkenin', '%', '99', ""'"", 'u', 'Turkcell', 'kapsama', 'alanında', 'olayı', 'bir', 'yalan', '.', 'Ben', 'o', '%', '1', 'lik', 'kısımda', 'öğretmenlik', 'yapmıyorumdur', 'değil', 'mi', '?']",['olumsuz']
1031,"['Kadıköy', ""Caferağa'da"", 'superonlinetr', 'adsl', 'hizmeti', 'de', 'Turkcell', '3G', 'hizmeti', 'de', 'yerlerde', 'sürünüyor', 'hız', '.', 'Tavsiye', 'etmiyorum', '...']",['olumsuz']
1032,"['Adam', 'hakli', '!', '3Gden', 'ne', 'hayir', 'gördük', 'ki', '4G', 'ise', 'yarasin', '?', 'Turkcell']",['olumsuz']
1033,"['Beni', 'bu', 'turkcell', 'yedirdi', 'bitirdi', 'yemin', 'ediyorum', ':', '(']",['olumsuz']
1034,"['40', 'yılda', 'bir', 'kontör', 'yüklememem', 'gerekirken', 'tüm', 'turkcell', 'bayilerinin', 'sisteminde', 'sorun', 'çıkmış', 'ya', 'inanamıyorum']",['olumsuz']
1035,"['Turkcell', 'kimlik', 'bilgilerimi', 'kullanmıştır', 'siz', 'benim', 'kimlik', 'bilgilerimi', 'ne', 'hakla', 'kullanırda', 'bana', 'borç', 'çkarır', 'sınız', 'ardım', 'haklıbulum', 'musum']",['olumsuz']
1036,"['turkcellHizmet', 'herhangi', 'bir', 'sorunla', 'karşılaşmayayım', 'diye', 'turkcell', 'e', 'geçtim', 'dünden', 'beri', 'uğraşmadığım', 'sorun', 'kalmadı']",['olumsuz']
1037,"['Daha', '4G', 'gelmeden', 'mağduru', 'oldum', '.', 'Telefonumun', 'şebekesi', 'gitti', '.', 'turkcell']",['olumsuz']
1038,"['Turkcell', 'internet', 'hizi', '1', 'ileri', '3', 'geri', 'misali', 'her', 'gun', 'daha', 'kotuye', 'gidiyor', 'maalesef']",['olumsuz']
1039,"['boyle', 'sey', 'olur', 'mu', 'ya', ',', 'karla', 'karisik', 'yagmur', 'yagdi', 'Turkcell', 'pert', ""babaeski'de.hep"", 'boyle', 'yapiyo', ',', 'gidecegim', 'yere', 'gire', 'degistirebilirim', 'hatti']",['olumsuz']
1040,"['Arkasinda', 'durdugum', 'hizmetinden', 'memnun', 'kaldigim', 've', 'degistirmeyi', 'hic', 'dusunmedigim', 'turkcell', 'ilk', 'defa', 'beni', 'hayal', 'kirikligina', 'ugratiyor']",['olumsuz']
1041,"['Üsküdar', 'Şengüller', 've', 'Turkcell', 'Müşteri', 'temsilciliğinden', 'şikayetçiyim.4', 'gündür', 'beni', 'ugrastiriyorsunuz', '.']",['olumsuz']
1042,"['müşteri', 'hizmeti', 'denince', 'aklıma', 'ilk', 'gelen', 'Turkcell', ',', 'çünkü', 'müşteri', 'hizmeti', 'sıfır', '!', 'yazık', 'size', ',', 'yazık', '!']",['olumsuz']
1043,"['sinir', 'hastası', 'olursam', 'Turkcell', 'sayesinde', '.']",['olumsuz']
1044,"['turkcell', 'bari', 'yalan', 'söylemeyin', '.', '!', ""Elazığ'daki"", 'mağazanız', 'işlem', 'ücreti', 'adı', 'altında', 'herkart', 'için', '4.5', 'TL', 'alıyor.parası', 'değil', 'yalanı', 'koyuyo', 'insana']",['olumsuz']
1045,"[""Beşiktaş'da"", 'çalışıyorum', 've', 'Turkcell', 'in', 'daha', 'bırak', ""3-4G'yi"", 'G', 'çektiğini', 'görmedim', '.', 'Hep', 'yalan', 'dolan', 'abv']",['olumsuz']
1046,"['turkcell', 'Numaramı', 'sırf', 'avea', 'çekmiyor', 'diye', 'turkcelle', 'taşıdım', ',', 'istanbul', 'esenlerde', 'küçük', 'bir', 'elektrik', 'kesintisnde', '3g', 'iptal', ',', 'yuh', '.', 'yok', 'ışık', 'hızı']",['olumsuz']
1047,"['çekmeyen', 'internet', 'konusunda', 'rakiplerinize', '1000', 'basarsınız', 'Turkcell']",['olumsuz']
1048,"['Turkcell', 'hala', 'abonelerini', 'uzuyor', '.', 'Bu', 'eve', 'artik', 'hicbir', 'TURKCELL', 'urunu', 'giremeyecek', 'bilsinler', '.', 'Butun', 'abonelikler', 'iptal', 'ediliyor', '...', 'turkcell']",['olumsuz']
1049,"['Ben', 'hayatımda', 'turkcell', 'kadar', 'hırsız', 'birini', 'görmedim', '...']",['olumsuz']
1050,"['Sinan', 'Ercan', ""Cad.Erenköy'de"", 'çalışmaktayım', '.', 'Son', '1', 'yıldır', 'buradaki', 'kaldırılan', 'baz', 'istasyonu', 'sebebi', 'ile', 'telefon', 'konuşmalarımız', 'sıkıntıturkcell']",['olumsuz']
1051,"['Turkcell', 'hiç', 'çekmiyor', ',', 'data', 'rezil']",['olumsuz']
1052,"['Turkcell', 'internet', 'bilhassa', 'akşam', 'saatlerinde', 'yerin', 'dibinde', 'sürünen', 'internet', '.', '...', 'bu', 'ne', 'rezaletdir', 'yaaa', '...']",['olumsuz']
1053,"['Istanbulun', 'gobeginde', ""3G'niz"", 'calismiyor.Tebrikler', 'Turkcell']",['olumsuz']
1054,"[""Allah'ından"", 'bul', 'Turkcell', 'o', 'kadar', 'para', 'alıyorsunuz', 'ama', 'hizmet', 'sıfır', ""İstanbul'un"", 'merkezinde', 'defalarca', 'aramama', 'rağmen', 'hala', '3G', 'cekmiyor']",['olumsuz']
1055,"['Ulan', 'turkcell', '-lere', 'inmeye', 'bile', 'para', 'istiyosun', 'tam', 'bir', 'tefecisin', '.']",['olumsuz']
1056,"['Müşterisini', 'kandıran', 'bayiyi', 'koruyan', 'Turkcell', '!', '!', '!']",['olumsuz']
1057,"['İnternet', 'neden', 'bu', 'kadar', 'yavaş', 'acaba', 'Turkcell']",['olumsuz']
1058,"['Uzun', 'ugraşlar', 'sonucunda', 'dakika', 've', 'internet', 'paketi', 'yapmayi', 'basardim', 'turkcell', 'sen', 'adama', 'sinir', 'krizi', 'gecirtirsin']",['olumsuz']
1059,"['Turkcell', 'Müşteri', 'temsilcilerinin', 'hepsi', 'yoğunmuş', '.', 'Daha', 'sonra', 'sizi', 'arayalım', 'dediler', '2', 'saat', 'geçti', '.', 'Mesai', 'bitsin', 'özel', 'görüşecekler', 'heralde', '!']",['olumsuz']
1060,"['10', 'dk', 'oldu', 'Turkcell', 'ne', 'yavaş', 'internetsin']",['olumsuz']
1061,"['Turkcell', 'kullanmama', 'rağmen', 'çok', 'zayıf', 'çekiyor', 'hiçte', 'bildirim', 'gelmiyor']",['olumsuz']
1062,"['Hergün', 'cep', 'tel', 'reklam', 'mesaj', 'geliyor', 'neymiş', 'bakım', 'krem', 'ürünü', 'reklam', 'mesajı', 'gönderiyo', 'yeter', 'artık', ',', 'yahu', 'şu', 'Turkcell', 'e', 'sinir', 'oluyorum']",['olumsuz']
1063,"['Eger', 'her', 'gun', ',', 'kapisindan', 'bile', 'girmedigim', 'firmalardan', 'gelen', 'onlarca', ""SMS'in"", 'müsebbibi', 'sizseniz', 'hakkimi', 'helal', 'etmiyorum', '.', 'Turkcell']",['olumsuz']
1064,"['Kayisdagina', 'baz', 'istasyonumu', 'kurcaksiniz', 'napicaksiniz', 'bilmiyorum', 'ama', 'artik', 'okulda', 'internetin', 'cekmemesinden', 'gina', 'geldi', 'ey', 'Turkcell', '!', '!', '!']",['olumsuz']
1065,"['Turkcell', 'yedin', 'bitirdin', 'beni', 'be', '!']",['olumsuz']
1066,"['Hayat', 'Turkcelle', 'Zor', '!', 'Bir', 'telefon', 've', 'hat', 'almak', 'için', '60', ""'"", 'bekledim', 've', '34', 'tane', 'evrağa', 'imza', 'atmak', 'zorunda', 'kaldım', '.', 'turkcell']",['olumsuz']
1067,"['15', 'yıldır', 'turkcell', 'müşterisiyim', 'turkcell', 'pişmanlıktır', '.']",['olumsuz']
1068,"['TurkcellHizmet', 'çorum', 'turkcell', 'şubelerinin', 'gözden', 'geçirilmesi', 'lazım', 'müşteri', 'memnuniyeti', 'sıfır', '.', 'Boşa', 'gezen', 'elemanlar', 'çok', 'iş', 'yapan', 'yok', '.']",['olumsuz']
1069,"['Turkcell', 'sizden', 'kurtulmanın', 'mutluluğunu', 'yaşıyorum']",['olumsuz']
1070,"['Turkcell', 'Giresun', 'İli', 'Piraziz', 'İlçesinde', 'sinyal', 'gücü', 'çok', 'zayıf', 've', '3g', 'kullanılamıyor', '.']",['olumsuz']
1071,"['Turkcell', 'son', 'ödeme', 'tarihinden', 'sonra', 'fatura', 'göndermek', 'ne', 'demek', '.', 'sonra', 'gecikme', 'bedeli', '.........', 'bakın', 'bu', 'ayıptır', 'bunca', 'yıllık', 'hukukumuz', 'var']",['olumsuz']
1072,"['Bizim', 'evde', '3G', 'internet', ""'"", 'in', 'bu', 'kadar', 'kötü', 'çekmesinin', 'sebebi', 'nedir', 'Turkcell']",['olumsuz']
1073,"['Turkcell', 'Özellikle', 'kalabalık', 'yerlerde', 'bağlantı', 'yok', 'oluyor', '.', 'Örneğin', ""18:00'da"", ""Zincirlikuyu'da"", 'Turkcell', 'İnternet', 'çalışmıyor', '.']",['olumsuz']
1074,"['Turkcell', 'TurkcellHizmet', 'yine', 'internet', 'çekmiyor', '.', 'Ne', 'video', 'izleniyor', 'nede', 'sayfalar', 'açılıyor', '.', 'Baz', 'istasyonu', 'sıkıntısı', 'nedir', '?']",['olumsuz']
1075,"['TURKCELL', 'bir', 'firma', 'nasıl', 'olurda', 'müşteri', 'kaybetmek', 'için', 'gayret', 'eder', 'bir', 'anlam', 'veremedim', '.', 'Hesabımi', 'kapatıp', 'başka', 'bir', 'firma', 'bulacağım', 'artık', '.']",['olumsuz']
1076,"['TELEFONUMA', 'MÜNECCİM', 'PAKET', 'DİYE', 'PAKET', 'TANIMLAYIP', 'HAKSIZ', '40', 'TL', 'ÜCRET', 'ALINIYOR', ',', 'TURKCELL', 'KINIYORUM', ',']",['olumsuz']
1077,"['Daha', 'karlı', 'diye', 'geçtiğim', 'turkcell', 'tarifesi', 'hesaplayınca', 'daha', 'kazık', 'çıktı', '.', 'Resmen', 'karlofça', 'antlaşması', 'gibi', 'ilk', 'topraklarımı', 'da', 'verdim', ':', '(']",['olumsuz']
1078,"['Turkcell', 'Herşeyiniz', 'diğer', 'operatörden', 'müşteri', 'çekene', 'kadar', '.', 'Mevcut', 'eski', 'müşterilerinize', 'de', 'hizmet', 'vermeye', 'başlamalısınız', '.', 'TurkcellHizmet']",['olumsuz']
1079,"['Paketi', '9', 'saniye', 'aştığım', 'için', '+10', 'tl', 'ne', 'demek', 'turkcell', 'bilseydim', 'bi', '10', 'lira', 'daha', 'üstüne', 'koyar', 'diyarbakıra', 'giderdim']",['olumsuz']
1080,"['Meşhur', '4', 'çekim', 'gücü', 'olan', 'Turkcell', 'çekmiyor', '!']",['olumsuz']
1081,"['Bu', 'Turkcell', 'de', 'envai', 'çeşit', 'AŞIM', 'OLAYI', 'var', '..', 'Siz', ',', 'siz', 'olun', 'sakın', 'aştırmayın', '..', 'Yâni', 'bu', 'belayı', 'başınıza', 'sarmayın', '!']",['olumsuz']
1082,"['Daha', 'çalıştığım', 'yerde', 'doğru', 'dürüst', '2g', 'çekmiyor', 'gelmş', 'her', 'yerde', '4.5g', 'reklamı', 'veriyorsunuz', '.', 'önce', 'alt', 'yapıyı', 'oturtun.Turkcell', 'TurkcellHizmet']",['olumsuz']
1083,"['Sen', 'turkcellsin', 'kendine', 'gel', 'bu', 'internet', 'yavaşlığı', 'ne', 'böyle']",['olumsuz']
1084,"['Turkcell', 'müşteri', 'hizmetlerini', 'aradığımda', 'her', 'defasında', 'tansiyonum', 'fırlıyor', '!', '!', '!']",['olumsuz']
1085,"['Bu', 'nedir', 'arkadaş', 'Türkcell', 'in', 'çekim', 'gücü', 'deyip', 'duruyorsunuz', 'şehrin', 'merkezinde', 'tek', 'diş', 'Turkcell']",['olumsuz']
1086,"['Aklınız', 'varsa', 'turkcell', 'den', 'kurtulun', 'Turkcell']",['olumsuz']
1087,"['Turkcell', 'Hattimdan', 'sürekli', ',', 'konusmadigim', 'halde', 'lira', 've', 'dakika', 'cekiliyor', '.']",['olumsuz']
1088,"['sevgili', 'turkcell', 'semtimizde', 'hasar', 'gören', 'baz', 'ıstasyonunuzu', 'hala', 'onarmadıgınız', 'için', 'şebekede', 'sıkıntı', 'yasamaya', 'devam', 'edıyoruz']",['olumsuz']
1089,"['Turkcell', 'Bugün', 'öğrendiğim', 'SporTV', 'denilen', 'DOLANDIRICILIK', ""SEVİSİ'niz"", 'ile', 'yapmış', 'olduğunuz', 'dolandırıcılığa', 'dur', 'diyeceğim', '.']",['olumsuz']
1090,"['Sabiha', 'gökçen', 'çevresinde', 'çekmeyen', 'mobil', 'internet', 'nerde', 'çekecek', ',', 'nereyi', 'güçlendiriyosunuz', 'merak', 'ettik', 'Turkcell']",['olumsuz']
1091,"['Turkcell', 'siz', 'ilk', 'önce', '3.Gyi', 'adam', 'akıllı', 'çalıştırında', 'sonra', '4.5G', 'ye', 'bi', 'ara', 'geçersiniz']",['olumsuz']
1092,"['15', 'saniyelik', 'bir', 'video', 'izlicem', 'sadece', '15', 'saniye', 'ama', 'Turkcell', 'in', 'muhteşem', 'interneti', 'yine', 'çekmiyor', ':', ')', 'bence', 'bu', 'ülkeye', '1', 'internet', 'lazim', 'yazik']",['olumsuz']
1093,"['Turkcell', 'bende', 'hattımı', 'değiştirdim', 've', 'ücret', 'ödedim', '1Gb', 'internet', 'hediye', 'edilecek', 'diye', 'sms', 'de', 'geldi', 'ama', 'hediyeden', 'kastınız', 'gelen', 'sms', 'miydi', '?', '?']",['olumsuz']
1094,"['Hattım', 'turkcell', 'netim', 'inanılmaz', 'yavaş', '!', ':', '/', 'Sizce', 'vodafone', 'derdime', 'çare', 'olur', 'mu', '?']",['olumsuz']
1095,"['Turkcell', '8', 'aydir', ""Moda'da"", 'evimde', 'turkcell', 'cekmiyo', 'tlf', 'ile', 'aradim', 'duzelmeyecrkmis', 'turkcelle', 'bye', 'bye', 'deme', 'zamani', 'gelmistirrrr']",['olumsuz']
